DateTime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2006-12-16,3.120298412698413,0.09623333333333328,236.1523412698413,13.369523809523809,0.0,1.33015873015873,12.692063492063493
2006-12-17,2.354486111111111,0.15694861111111108,240.08702777777776,9.999027777777778,1.4118055555555555,2.9076388888888887,9.264583333333333
2006-12-18,1.530434722222222,0.11235555555555553,241.23169444444443,6.421666666666667,0.7381944444444445,1.8201388888888888,9.734722222222222
2006-12-19,1.1570791666666667,0.1048208333333333,241.9993125,4.926388888888889,0.5826388888888889,5.279166666666667,4.303472222222222
2006-12-20,1.5456583333333331,0.11180416666666664,242.3080625,6.467361111111111,0.0,1.8388888888888888,9.765972222222222
2006-12-21,1.1924388888888888,0.10011527777777775,241.0422847222222,5.028194444444444,1.2256944444444444,1.8215277777777779,7.236805555555556
2006-12-22,1.6259291666666666,0.1297958333333333,241.18454861111113,6.872916666666666,2.1881944444444446,0.24305555555555555,7.72986111111111
2006-12-23,3.3148513888888886,0.15379861111111107,240.13607638888888,14.028055555555556,1.8534722222222222,0.2951388888888889,10.22638888888889
2006-12-24,1.7708416666666666,0.10409722222222217,241.6874375,7.640416666666667,1.1826388888888888,3.529166666666667,4.785416666666667
2006-12-25,1.9049444444444443,0.16686111111111104,243.39993055555556,7.951527777777778,4.597222222222222,1.3625,4.024305555555556
2006-12-26,2.7320208333333333,0.11465416666666663,241.62543749999998,11.347916666666668,0.7541666666666668,1.7590277777777779,10.402083333333334
2006-12-27,1.0616388888888888,0.12423749999999996,243.76736111111111,4.5175,0.0,0.21805555555555556,4.844444444444444
2006-12-28,1.4393319444444443,0.14505277777777775,243.26833333333332,6.08625,1.5326388888888889,3.0687499999999996,6.372222222222223
2006-12-29,2.204438888888889,0.1363847222222222,240.87130555555555,9.271388888888888,0.8694444444444445,3.584722222222222,7.867361111111111
2006-12-30,1.9456513888888889,0.21719166666666664,240.5363263888889,8.317083333333333,2.1861111111111113,5.5062500000000005,8.691666666666666
2006-12-31,2.426525,0.10475833333333329,239.8965763888889,10.199583333333333,0.0,0.24097222222222223,4.5152777777777775
2007-01-01,1.9090305555555556,0.10289305555555552,240.12897916666665,7.916944444444444,0.0,0.24444444444444444,4.083333333333333
2007-01-02,0.8814138888888888,0.13218194444444442,241.94377777777777,3.7140277777777775,0.0,0.24166666666666667,4.5569444444444445
2007-01-03,0.7042041666666666,0.13661666666666664,243.55709027777777,3.014027777777778,0.0,0.2388888888888889,3.3090277777777772
2007-01-04,2.2634805555555553,0.14048749999999996,239.7502986111111,9.478194444444444,0.7298611111111111,5.2756944444444445,7.566666666666666
